tms_acc,x_acc,y_acc,z_acc,tms_gyr,x_gyr,y_gyr,z_gyr,tms_mag,x_mag,y_mag,z_mag,tms_ori,yaw,pitch,roll,blockID,testID,freq
20230915-14:06:25.891,0.48961425,-0.50517654,-9.275137,20230915-14:06:26.608,-0.29039007,0.0064904434,0.24465153,20230915-14:06:26.292,-23.797499,3.9975,33.0975,20230915-14:06:24.140,-1.4013281,-0.008411276,-3.069166,86907,1,100
20230915-14:06:25.910,0.51954174,-0.40102878,-9.578004,20230915-14:06:26.617,-0.26229027,0.0028252518,0.22143865,20230915-14:06:26.312,-23.797499,3.9975,33.3,20230915-14:06:24.150,-1.4076319,-0.005848097,-3.0770936,86907,1,100
20230915-14:06:25.928,0.40102878,-0.2765303,-9.811439,20230915-14:06:26.628,-0.2213623,0.01198823,0.3051272,20230915-14:06:26.321,-23.797499,3.9975,33.3,20230915-14:06:24.160,-1.4066306,-0.008047751,-3.079398,86907,1,100
20230915-14:06:25.940,0.4261679,-0.38307226,-9.753978,20230915-14:06:26.640,-0.18287778,0.009544769,0.41447207,20230915-14:06:26.340,-23.9475,4.1324997,32.9175,20230915-14:06:24.170,-1.402299,-0.009273787,-3.070146,86907,1,100
20230915-14:06:25.958,0.50876784,-0.12330139,-9.452309,20230915-14:06:26.657,-0.13095424,-0.05215262,0.50976706,20230915-14:06:26.352,-23.9025,4.1324997,33.1275,20230915-14:06:24.180,-1.4070808,-0.007547257,-3.0685697,86907,1,100
20230915-14:06:25.968,0.39983168,-0.08259996,-9.736021,20230915-14:06:26.668,-0.118126065,-0.06253733,0.5342017,20230915-14:06:26.372,-24.0,4.23,33.149998,20230915-14:06:24.190,-1.4009948,-0.010495601,-3.0641072,86907,1,100
20230915-14:06:25.977,0.33877954,-0.12449849,-10.199299,20230915-14:06:26.679,-0.06925685,-0.03688099,0.5714644,20230915-14:06:26.391,-24.0,4.575,32.392498,20230915-14:06:24.201,-1.3955423,-0.006169777,-3.0614173,86907,1,100
20230915-14:06:25.988,0.47644615,-0.2645593,-10.375273,20230915-14:06:26.697,0.104228884,-0.053985216,0.57635134,20230915-14:06:26.401,-24.0,4.575,32.392498,20230915-14:06:24.212,-1.4123578,0.00071881927,-3.0706096,86907,1,100
20230915-14:06:25.998,0.5554548,-0.08259996,-9.7563715,20230915-14:06:26.708,0.198913,-0.081474155,0.58001655,20230915-14:06:26.412,-24.045,4.7625,32.175,20230915-14:06:24.231,-1.4106431,-0.00012077632,-3.0690632,86907,1,100
20230915-14:06:26.008,0.30286652,-0.29688102,-8.971074,20230915-14:06:26.718,0.2935971,-0.084528476,0.6337727,20230915-14:06:26.422,-24.045,4.7625,32.175,20230915-14:06:24.241,-1.4000282,-0.009602457,-3.0757844,86907,1,100
20230915-14:06:26.017,0.50876784,-0.31244332,-10.101137,20230915-14:06:26.728,0.3833943,-0.0075594573,0.74189585,20230915-14:06:26.432,-23.939999,4.9425,31.679998,20230915-14:06:24.252,-1.3988235,-0.012654127,-3.074984,86907,1,100
20230915-14:06:26.028,0.93972415,0.073023155,-10.674548,20230915-14:06:26.737,0.48113275,0.052916203,0.7449502,20230915-14:06:26.452,-23.91,4.8375,31.529999,20230915-14:06:24.270,-1.3988038,-0.013276649,-3.0783305,86907,1,100
20230915-14:06:26.039,0.82599956,0.108936176,-10.029311,20230915-14:06:26.748,0.57031906,0.0846812,0.71685034,20230915-14:06:26.472,-23.842499,5.025,31.3275,20230915-14:06:24.280,-1.3969618,-0.011103861,-3.0790749,86907,1,100
20230915-14:06:26.048,0.59136784,-0.1436521,-9.959879,20230915-14:06:26.768,0.34063372,-0.18715385,0.52564955,20230915-14:06:26.481,-23.842499,5.025,31.3275,20230915-14:06:24.290,-1.3888766,-0.015798513,-3.07555,86907,1,100
20230915-14:06:26.059,0.6536171,0.16998832,-9.911995,20230915-14:06:26.777,0.112780996,-0.4516585,0.52564955,20230915-14:06:26.492,-23.82,5.1075,31.2825,20230915-14:06:24.301,-1.3769714,-0.013481847,-3.0758324,86907,1,100
20230915-14:06:26.068,0.8295909,0.5590461,-9.44752,20230915-14:06:26.788,-0.05337435,-0.5115233,0.5109888,20230915-14:06:26.511,-23.8575,5.1974998,30.8625,20230915-14:06:24.312,-1.3852549,-0.015263452,-3.0719297,86907,1,100
20230915-14:06:26.080,1.2521675,0.19273324,-8.9279785,20230915-14:06:26.799,-0.2054798,-0.4180609,0.44257188,20230915-14:06:26.520,-23.8575,5.1974998,30.8625,20230915-14:06:24.330,-1.403191,-0.0024308027,-3.0672631,86907,1,100
20230915-14:06:26.089,1.423353,0.29927522,-10.903194,20230915-14:06:26.808,-0.31482467,-0.30016392,0.3998113,20230915-14:06:26.532,-24.1575,5.1075,32.1975,20230915-14:06:24.340,-1.38922,-0.0044911085,-3.0629776,86907,1,100
20230915-14:06:26.111,1.2006922,0.08140286,-9.822212,20230915-14:06:26.828,-0.16210836,-0.057039544,0.42363504,20230915-14:06:26.551,-24.082499,5.3399997,32.19,20230915-14:06:24.350,-1.3912998,-0.0029188297,-3.0613601,86907,1,100
20230915-14:06:26.129,1.5693992,0.61291564,-10.371682,20230915-14:06:26.848,-0.060704734,-0.010002919,0.42913285,20230915-14:06:26.560,-24.082499,5.3399997,32.19,20230915-14:06:24.360,-1.4027834,-0.0021870323,-3.060096,86907,1,100
20230915-14:06:26.140,1.5215151,0.6799533,-9.947908,20230915-14:06:26.857,-0.08575021,0.030314188,0.43157628,20230915-14:06:26.580,-24.0675,5.6099997,31.98,20230915-14:06:24.371,-1.3808345,-0.005440423,-3.057347,86907,1,100
20230915-14:06:26.151,1.0067618,0.35793316,-9.48463,20230915-14:06:26.868,-0.103465304,0.05719226,0.43585235,20230915-14:06:26.591,-24.045,5.4975,32.535,20230915-14:06:24.381,-1.3821887,-0.004809531,-3.0584116,86907,1,100
20230915-14:06:26.160,0.8858546,0.35793316,-9.568427,20230915-14:06:26.879,-0.1297325,0.09567677,0.43279803,20230915-14:06:26.611,-24.3375,5.8125,32.295,20230915-14:06:24.391,-1.3952522,-0.0057720854,-3.0612977,86907,1,100
20230915-14:06:26.180,1.1025299,0.29328972,-10.044873,20230915-14:06:26.897,-0.15416712,0.08407033,0.42852196,20230915-14:06:26.620,-24.3375,5.8125,32.295,20230915-14:06:24.401,-1.3940818,-0.007254581,-3.0646167,86907,1,100
20230915-14:06:26.200,1.4257472,0.22505496,-10.309433,20230915-14:06:26.908,-0.14500414,0.09201158,0.4437936,20230915-14:06:26.631,-24.314999,5.6175,32.3475,20230915-14:06:24.411,-1.3915199,-0.007280525,-3.0684783,86907,1,100
20230915-14:06:26.220,1.4437037,-0.29688102,-10.283096,20230915-14:06:26.918,-0.1437824,0.15615243,0.4615087,20230915-14:06:26.640,-24.314999,5.6175,32.3475,20230915-14:06:24.421,-1.394742,-0.0053549805,-3.0691147,86907,1,100
20230915-14:06:26.230,1.3850456,0.6536171,-9.568427,20230915-14:06:26.932,-0.1511128,0.20441078,0.4541783,20230915-14:06:26.651,-24.3975,5.85,29.804998,20230915-14:06:24.431,-1.3962168,-0.004028878,-3.0669277,86907,1,100
20230915-14:06:26.251,1.043872,0.16879122,-9.01776,20230915-14:06:26.948,-0.03443753,0.13355042,0.47250426,20230915-14:06:26.660,-24.3975,5.85,29.804998,20230915-14:06:24.442,-1.3874377,-0.012374981,-3.0629694,86907,1,100
20230915-14:06:26.270,1.210269,0.30047232,-9.148245,20230915-14:06:26.974,-0.0613156,0.120111376,0.4615087,20230915-14:06:26.671,-23.9175,6.0225,32.16,20230915-14:06:24.460,-1.3926103,-0.011177846,-3.0587542,86907,1,100
20230915-14:06:26.280,1.1851299,0.5398925,-9.339781,20230915-14:06:26.987,-0.2140319,0.22090414,0.41874814,20230915-14:06:26.680,-23.9175,6.0225,32.16,20230915-14:06:24.471,-1.3700842,-0.016000748,-3.059307,86907,1,100
20230915-14:06:26.289,0.7745243,0.65242,-9.623494,20230915-14:06:26.998,-0.3282637,0.41760275,0.38881573,20230915-14:06:26.692,-24.0225,6.0674996,31.949999,20230915-14:06:24.481,-1.3745538,-0.0138257155,-3.0621881,86907,1,100
20230915-14:06:26.310,0.92775315,1.1923125,-9.817424,20230915-14:06:27.008,-0.19387336,0.55626917,0.3979787,20230915-14:06:26.711,-24.127499,6.5699997,31.949999,20230915-14:06:24.492,-1.3823239,-0.0096799005,-3.0665004,86907,1,100
20230915-14:06:26.320,1.5119383,-0.050278235,-11.051635,20230915-14:06:27.028,-0.22441661,0.1653154,0.4083634,20230915-14:06:26.720,-24.127499,6.5699997,31.949999,20230915-14:06:24.502,-1.378167,-0.01218504,-3.0660918,86907,1,100
20230915-14:06:26.339,1.520318,0.47285482,-9.635465,20230915-14:06:27.040,-0.20242546,0.09506591,0.4071417,20230915-14:06:26.732,-23.88,6.69,32.024998,20230915-14:06:24.512,-1.3876944,-0.012399634,-3.065781,86907,1,100
20230915-14:06:26.348,1.4520833,0.5518635,-9.715671,20230915-14:06:27.056,-0.14256068,-0.021609358,0.43096542,20230915-14:06:26.752,-23.8125,7.5074997,27.585,20230915-14:06:24.522,-1.3841814,-0.013601778,-3.0606108,86907,1,100
20230915-14:06:26.360,1.079785,0.8714894,-9.084799,20230915-14:06:27.067,-0.18104519,-0.030772336,0.43585235,20230915-14:06:26.771,-23.4075,7.41,27.1425,20230915-14:06:24.541,-1.3786608,-0.014796434,-3.0563133,86907,1,100
20230915-14:06:26.371,0.973243,-0.035913024,-9.600749,20230915-14:06:27.076,-0.19753855,0.049861874,0.45356745,20230915-14:06:26.783,-23.4075,7.41,27.1425,20230915-14:06:24.551,-1.3728638,-0.011772087,-3.0599432,86907,1,100
20230915-14:06:26.388,1.2210429,0.50876784,-10.013748,20230915-14:06:27.087,-0.18104519,0.10239629,0.4718934,20230915-14:06:26.801,-23.654999,8.5875,26.25,20230915-14:06:24.568,-1.3701277,-0.013388343,-3.0595837,86907,1,100
20230915-14:06:26.400,1.4903905,0.029927522,-10.08318,20230915-14:06:27.096,-0.04176791,0.08590292,0.51893,20230915-14:06:26.820,-23.137499,8.3175,32.34,20230915-14:06:24.578,-1.3846406,-0.00952338,-3.0632474,86907,1,100
20230915-14:06:26.420,1.3251907,0.017956512,-10.564415,20230915-14:06:27.107,-0.099189244,0.0828486,0.4877759,20230915-14:06:26.831,-22.98,8.085,32.399998,20230915-14:06:24.588,-1.3870318,-0.0077800155,-3.062005,86907,1,100
20230915-14:06:26.440,1.0977415,-0.088585466,-9.150639,20230915-14:06:27.116,-0.3728569,0.2587778,0.42424592,20230915-14:06:26.840,-22.98,8.085,32.399998,20230915-14:06:24.598,-1.3955079,-0.0048618563,-3.063236,86907,1,100
20230915-14:06:26.460,1.2521675,0.22266077,-9.925163,20230915-14:06:27.127,-0.46326494,0.5202281,0.41691554,20230915-14:06:26.852,-22.8975,8.595,26.1075,20230915-14:06:24.608,-1.3924404,-0.005704835,-3.056889,86907,1,100
20230915-14:06:26.470,1.0749966,-0.20350714,-9.836577,20230915-14:06:27.136,-0.35941783,0.4805219,0.44501534,20230915-14:06:26.871,-23.092499,8.955,25.949999,20230915-14:06:24.618,-1.389203,-0.00727921,-3.0541291,86907,1,100
20230915-14:06:26.480,0.91817635,0.94211835,-9.115923,20230915-14:06:27.147,-0.28855747,0.26794076,0.4529566,20230915-14:06:26.880,-23.092499,8.955,25.949999,20230915-14:06:24.628,-1.3908212,-0.006014731,-3.0526972,86907,1,100
20230915-14:06:26.500,1.1552023,-0.25857377,-10.684125,20230915-14:06:27.156,-0.23663393,0.08895725,0.46028697,20230915-14:06:26.892,-22.5975,9.0075,25.515,20230915-14:06:24.638,-1.3848472,-0.0092690075,-3.0510635,86907,1,100
20230915-14:06:26.520,1.0702082,0.9804256,-9.096769,20230915-14:06:27.167,-0.21158844,-0.051541757,0.47128254,20230915-14:06:26.912,-22.6425,8.985,32.415,20230915-14:06:24.648,-1.3860729,-0.008116392,-3.0489552,86907,1,100
20230915-14:06:26.539,1.9129672,0.6380547,-8.974665,20230915-14:06:27.176,-0.23113614,-0.123623855,0.47861293,20230915-14:06:26.934,-22.664999,9.195,32.295,20230915-14:06:24.658,-1.3946059,-0.007917123,-3.045839,86907,1,100
20230915-14:06:26.551,1.780089,3.4883518,-7.8158712,20230915-14:06:27.188,-0.28550315,-0.15233453,0.4810564,20230915-14:06:26.952,-22.394999,9.9675,25.59,20230915-14:06:24.669,-1.3978916,-0.007010354,-3.0517864,86907,1,100
20230915-14:06:26.568,1.4053963,-0.33279404,-10.710462,20230915-14:06:27.207,-0.30505082,-0.09430232,0.4792238,20230915-14:06:26.975,-22.297499,10.162499,24.435,20230915-14:06:24.680,-1.3855368,-0.0062253573,-3.0571437,86907,1,100
20230915-14:06:26.577,1.1049241,0.09935937,-10.303447,20230915-14:06:27.217,-0.23785566,-0.11262828,0.49632803,20230915-14:06:26.991,-21.824999,9.974999,32.85,20230915-14:06:24.691,-1.3894763,-0.004884444,-3.0585833,86907,1,100
20230915-14:06:26.588,1.4616601,0.6464345,-9.993398,20230915-14:06:27.228,-0.21342105,-0.19265163,0.5152648,20230915-14:06:27.009,-22.2375,9.405,32.235,20230915-14:06:24.708,-1.3891402,-0.00276208,-3.045975,86907,1,100
20230915-14:06:26.599,2.0829554,1.1025299,-9.836577,20230915-14:06:27.238,-0.18654297,-0.22747095,0.49571714,20230915-14:06:27.020,-22.2375,9.405,32.235,20230915-14:06:24.719,-1.4161941,0.0021878283,-3.0571392,86907,1,100
20230915-14:06:26.620,0.59136784,-0.16519992,-9.239224,20230915-14:06:27.256,-0.0735329,-0.22930354,0.5152648,20230915-14:06:27.031,-21.7125,9.5625,33.0675,20230915-14:06:24.730,-1.3966391,-0.000851695,-3.0621798,86907,1,100
20230915-14:06:26.640,0.8379706,0.053869538,-9.445126,20230915-14:06:27.267,-0.07475463,-0.32643113,0.5348125,20230915-14:06:27.040,-21.7125,9.5625,33.0675,20230915-14:06:24.740,-1.4006017,0.0025357252,-3.0569673,86907,1,100
20230915-14:06:26.659,1.3503298,0.37349546,-9.518148,20230915-14:06:27.276,-0.100410976,-0.40828705,0.5519168,20230915-14:06:27.060,-21.9825,10.0425,23.46,20230915-14:06:24.751,-1.4253038,0.0072169774,-3.054396,86907,1,100
20230915-14:06:26.668,1.1959038,0.30885202,-9.218874,20230915-14:06:27.288,-0.13767375,-0.4534911,0.55680364,20230915-14:06:27.080,-22.23,10.514999,23.0625,20230915-14:06:24.761,-1.4279251,0.009399822,-3.0499945,86907,1,100
20230915-14:06:26.680,1.3311762,0.51834464,-9.173384,20230915-14:06:27.297,-0.14500414,-0.48403436,0.5561928,20230915-14:06:27.089,-21.8475,10.5,28.965,20230915-14:06:24.771,-1.4293724,0.011089469,-3.0438936,86907,1,100
20230915-14:06:26.699,1.5837644,0.5722142,-9.500193,20230915-14:06:27.315,-0.13584116,-0.340481,0.573297,20230915-14:06:27.100,-21.8475,10.5,28.965,20230915-14:06:24.781,-1.4177248,0.009580244,-3.043354,86907,1,100
20230915-14:06:26.708,1.091756,-0.34356794,-9.455899,20230915-14:06:27.327,-0.09857838,-0.2757293,0.61850107,20230915-14:06:27.110,-21.1575,10.29,28.627499,20230915-14:06:24.792,-1.4135244,0.006991001,-3.0442867,86907,1,100
20230915-14:06:26.719,0.260968,-0.7637503,-8.823831,20230915-14:06:27.342,-0.058872137,-0.24824037,0.6747007,20230915-14:06:27.120,-21.1575,10.29,28.627499,20230915-14:06:24.802,-1.4069498,0.003161317,-3.0436783,86907,1,100
20230915-14:06:26.728,1.541866,0.6667852,-9.130288,20230915-14:06:27.372,-0.023441954,-0.08575021,0.71685034,20230915-14:06:27.140,-22.0425,10.26,30.037498,20230915-14:06:24.812,-1.3973647,0.000977183,-3.0493624,86907,1,100
20230915-14:06:26.739,1.7513585,0.997185,-9.059659,20230915-14:06:27.412,0.012599096,0.32230777,0.44012842,20230915-14:06:27.150,-22.1325,10.215,23.115,20230915-14:06:24.830,-1.3935128,-0.0039680307,-3.063765,86907,1,100
20230915-14:06:26.750,2.7521348,2.0769699,-10.2735195,20230915-14:06:27.444,0.11217013,1.1457541,0.36377025,20230915-14:06:27.160,-22.1325,10.215,23.115,20230915-14:06:24.842,-1.3830786,-0.01363016,-3.056881,86907,1,100
20230915-14:06:26.760,2.8167782,2.4253263,-12.624625,20230915-14:06:27.471,0.06330091,0.15859589,0.37904188,20230915-14:06:27.171,-21.8925,10.71,23.887499,20230915-14:06:24.852,-1.3855077,-0.011905031,-3.0595114,86907,1,100
20230915-14:06:26.779,1.423353,0.027533319,-11.324574,20230915-14:06:27.492,0.0107665,-0.10713049,0.364992,20230915-14:06:27.190,-21.75,10.5,22.5975,20230915-14:06:24.869,-1.3945725,-0.0051986664,-3.0532205,86907,1,100
20230915-14:06:26.788,1.5275006,0.5410896,-10.01734,20230915-14:06:27.502,-0.051541757,-0.25740334,0.301462,20230915-14:06:27.200,-21.75,10.5,22.5975,20230915-14:06:24.881,-1.4007303,-0.003127282,-3.0499308,86907,1,100
20230915-14:06:26.800,1.7022774,0.6344634,-9.631873,20230915-14:06:27.516,-0.1596649,-0.14194982,0.21533,20230915-14:06:27.209,-21.0825,10.2225,28.9725,20230915-14:06:24.892,-1.3966497,-0.0024012555,-3.042378,86907,1,100
20230915-14:06:26.811,1.2964603,0.24899697,-8.477868,20230915-14:06:27.528,-0.25007296,-0.09796751,0.14446963,20230915-14:06:27.220,-21.0825,10.2225,28.9725,20230915-14:06:24.909,-1.3886054,-0.006500519,-3.0387259,86907,1,100
20230915-14:06:26.831,1.2078748,0.320823,-8.723274,20230915-14:06:27.547,-0.38507417,-0.027107146,-0.057726767,20230915-14:06:27.230,-19.98,9.885,28.23,20230915-14:06:24.920,-1.3853468,-0.009403381,-3.0437834,86907,1,100
20230915-14:06:26.848,1.0965444,0.11851298,-9.361329,20230915-14:06:27.556,-0.3667482,-0.044211373,-0.14263703,20230915-14:06:27.240,-19.98,9.885,28.23,20230915-14:06:24.932,-1.3725642,-0.017433895,-3.044454,86907,1,100
20230915-14:06:26.859,1.079785,0.12689269,-9.566033,20230915-14:06:27.567,-0.32459852,-0.11568261,-0.29229903,20230915-14:06:27.249,-21.4275,10.7775,33.045,20230915-14:06:24.948,-1.3860148,-0.009717143,-3.046675,86907,1,100
20230915-14:06:26.868,1.0199299,0.17357962,-9.7084875,20230915-14:06:27.576,-0.27267498,-0.1437824,-0.4370741,20230915-14:06:27.260,-21.4275,10.7775,33.045,20230915-14:06:24.958,-1.3834305,-0.011410011,-3.0464416,86907,1,100
20230915-14:06:26.880,1.1133038,0.1436521,-9.827001,20230915-14:06:27.587,-0.19937114,-0.075976364,-0.4859433,20230915-14:06:27.271,-21.6075,10.934999,32.969997,20230915-14:06:24.968,-1.3805497,-0.013205233,-3.0466068,86907,1,100
20230915-14:06:26.899,1.340753,0.20111294,-9.588778,20230915-14:06:27.596,-0.100410976,0.011377365,-0.41630468,20230915-14:06:27.292,-20.5275,10.4475,32.88,20230915-14:06:24.978,-1.3932557,-0.0064725606,-3.0489252,86907,1,100
20230915-14:06:26.908,1.2030864,0.34596214,-9.384073,20230915-14:06:27.607,-0.010613783,0.054748796,-0.35277468,20230915-14:06:27.313,-20.5275,10.4475,32.88,20230915-14:06:24.988,-1.3961809,-0.004546846,-3.0482461,86907,1,100
20230915-14:06:26.919,1.590947,0.641646,-9.764751,20230915-14:06:27.616,0.044974953,0.044974953,-0.3313944,20230915-14:06:27.331,-20.13,11.085,33.6525,20230915-14:06:24.998,-1.3899609,-0.009054699,-3.0526161,86907,1,100
20230915-14:06:26.936,1.661576,0.58298814,-9.953894,20230915-14:06:27.627,0.118889645,-0.017944166,-0.2593123,20230915-14:06:27.342,-20.13,11.085,33.6525,20230915-14:06:25.009,-1.3733603,-0.020551538,-3.058177,86907,1,100
20230915-14:06:26.948,1.483208,0.39384618,-9.884461,20230915-14:06:27.639,0.24350616,0.1372156,-0.18478674,20230915-14:06:27.372,-19.335,11.085,33.329998,20230915-14:06:25.020,-1.3889748,-0.013760375,-3.0736098,86907,1,100
20230915-14:06:26.975,1.5717934,0.61291564,-10.235212,20230915-14:06:27.657,0.4200462,0.4872414,0.06994407,20230915-14:06:27.390,-19.74,11.2575,33.2175,20230915-14:06:25.030,-1.3842218,-0.015582446,-3.0671923,86907,1,100
20230915-14:06:26.988,1.5454572,0.7170634,-9.345766,20230915-14:06:27.676,0.4463134,0.8036696,0.105374254,20230915-14:06:27.412,-19.74,11.2575,33.2175,20230915-14:06:25.040,-1.3907201,-0.0101595465,-3.0598507,86907,1,100
20230915-14:06:26.998,1.1719618,0.5518635,-8.291121,20230915-14:06:27.687,0.5257259,1.1109349,0.0571159,20230915-14:06:27.444,-19.664999,11.759999,33.329998,20230915-14:06:25.050,-1.3971053,-0.0066188653,-3.0626962,86907,1,100
20230915-14:06:27.008,1.5921441,0.18315643,-10.848128,20230915-14:06:27.696,0.62041,1.5800793,0.10476339,20230915-14:06:27.471,-18.9975,11.67,32.265,20230915-14:06:25.060,-1.393947,-0.0041849846,-3.053834,86907,1,100
20230915-14:06:27.028,1.8710686,0.4189853,-9.945514,20230915-14:06:27.707,0.62468606,1.8244255,0.20799962,20230915-14:06:27.492,-18.315,11.804999,23.699999,20230915-14:06:25.070,-1.3718524,-0.01495667,-3.039102,86907,1,100
20230915-14:06:27.040,1.8459295,0.2717419,-10.080787,20230915-14:06:27.716,0.5629887,1.5104407,0.24831672,20230915-14:06:27.502,-17.8575,11.4225,29.234999,20230915-14:06:25.080,-1.3941245,-0.0036822397,-3.0361562,86907,1,100
20230915-14:06:27.057,1.9764135,0.4369418,-9.865308,20230915-14:06:27.727,0.5293911,1.3485614,0.18051068,20230915-14:06:27.520,-18.0525,11.67,28.717499,20230915-14:06:25.090,-1.4008284,-0.0007083195,-3.0422647,86907,1,100
20230915-14:06:27.070,1.70946,0.5638345,-9.294291,20230915-14:06:27.736,0.2990949,0.34857497,0.1695151,20230915-14:06:27.532,-17.895,11.452499,29.1225,20230915-14:06:25.100,-1.3950772,-0.0036622484,-3.036493,86907,1,100
20230915-14:06:27.088,2.0470424,0.8678981,-10.035296,20230915-14:06:27.747,-1.0863475,-2.6416104,0.21899518,20230915-14:06:27.550,-18.24,11.2275,29.6325,20230915-14:06:25.110,-1.3950217,-0.004482733,-3.040863,86907,1,100
20230915-14:06:27.097,1.5586253,0.32202014,-9.252393,20230915-14:06:27.758,-1.7876208,-4.162665,1.8194622,20230915-14:06:27.560,-18.24,11.2275,29.6325,20230915-14:06:25.120,-1.3827121,-0.011397973,-3.0502782,86907,1,100
20230915-14:06:27.108,1.163582,0.50757074,-8.554482,20230915-14:06:27.777,0.23678663,-0.53290355,1.0870347,20230915-14:06:27.569,-18.8925,11.474999,30.037498,20230915-14:06:25.132,-1.3686726,-0.02103307,-3.0534427,86907,1,100
20230915-14:06:27.118,1.389834,0.92535895,-9.252393,20230915-14:06:27.796,0.096898496,0.16470455,0.033292156,20230915-14:06:27.580,-18.8925,11.474999,30.037498,20230915-14:06:25.149,-1.3588262,-0.027308209,-3.053098,86907,1,100
20230915-14:06:27.128,1.8064252,0.7577648,-10.163386,20230915-14:06:27.807,0.09934196,0.42493314,0.046120327,20230915-14:06:27.590,-18.869999,11.6925,29.752499,20230915-14:06:25.160,-1.3847976,-0.0143469935,-3.0724957,86907,1,100
20230915-14:06:27.137,2.1392193,0.8571242,-10.400413,20230915-14:06:27.816,0.055970527,0.32658383,0.106595986,20230915-14:06:27.600,-18.869999,11.6925,29.752499,20230915-14:06:25.170,-1.3877372,-0.009863624,-3.0593405,86907,1,100
20230915-14:06:27.148,2.304419,0.79128367,-10.231621,20230915-14:06:27.828,-0.04298964,0.05352707,0.12675454,20230915-14:06:27.622,-19.297499,11.73,30.135,20230915-14:06:25.181,-1.3490164,-0.03484275,-3.0559518,86907,1,100
20230915-14:06:27.158,2.504335,0.760159,-10.116699,20230915-14:06:27.847,-0.18226692,0.096898496,0.13897185,20230915-14:06:27.640,-19.1325,11.6025,32.9775,20230915-14:06:25.192,-1.3803995,-0.013975642,-3.0566757,86907,1,100
20230915-14:06:27.168,2.5737667,0.7134721,-10.012551,20230915-14:06:27.856,-0.16271923,0.31009048,0.11575896,20230915-14:06:27.660,-19.199999,11.3175,32.407497,20230915-14:06:25.202,-1.3803995,-0.013975642,-3.0566757,86907,1,100
20230915-14:06:27.177,2.5701754,0.7015011,-9.744401,20230915-14:06:27.867,-0.20670153,0.40477458,0.0888809,20230915-14:06:27.670,-19.5375,12.1725,25.529999,20230915-14:06:25.220,-1.3556199,-0.029583044,-3.0755045,86907,1,100
20230915-14:06:27.188,2.4492683,0.878672,-9.801862,20230915-14:06:27.876,-0.54878604,0.81649774,0.052839845,20230915-14:06:27.680,-19.5375,12.1725,25.529999,20230915-14:06:25.230,-1.3861171,-0.007345115,-3.072068,86907,1,100
20230915-14:06:27.198,2.005144,1.0199299,-9.016563,20230915-14:06:27.887,-0.43272167,0.90446234,0.09987647,20230915-14:06:27.689,-20.535,13.162499,28.574999,20230915-14:06:25.240,-1.4193412,0.015033854,-3.059165,86907,1,100
20230915-14:06:27.208,1.8938135,1.1528081,-9.516952,20230915-14:06:27.900,-0.16699529,0.8617018,0.116980694,20230915-14:06:27.700,-20.535,13.162499,28.574999,20230915-14:06:25.251,-1.3903482,0.0011833127,-3.03513,86907,1,100
20230915-14:06:27.220,1.8207904,1.0151415,-10.212467,20230915-14:06:27.916,-0.11323915,0.633849,0.11209377,20230915-14:06:27.712,-20.699999,12.915,29.07,20230915-14:06:25.261,-1.4258276,0.010888479,-3.058766,86907,1,100
20230915-14:06:27.239,1.769315,1.021127,-9.591172,20230915-14:06:27.927,-0.09796751,0.26061037,0.11453723,20230915-14:06:27.729,-21.105,12.9675,31.5975,20230915-14:06:25.271,-1.3536917,-0.029569544,-3.0695527,86907,1,100
20230915-14:06:27.257,2.0242975,0.9911995,-10.085575,20230915-14:06:27.936,-0.001450805,0.044974953,0.087659165,20230915-14:06:27.740,-21.105,12.9675,31.5975,20230915-14:06:25.281,-1.485445,0.053670105,-3.0980074,86907,1,100
20230915-14:06:27.268,1.8890251,0.8475474,-10.073604,20230915-14:06:27.948,0.04925101,-0.10590876,0.05589417,20230915-14:06:27.750,-19.545,12.5625,32.497498,20230915-14:06:25.291,-1.4179949,0.00734199,-3.0790837,86907,1,100
20230915-14:06:27.278,1.7417817,0.8415619,-9.97185,20230915-14:06:27.968,0.10972667,-0.3056617,0.0711658,20230915-14:06:27.760,-19.545,12.5625,32.497498,20230915-14:06:25.302,-1.4357996,0.018655363,-3.0812142,86907,1,100
20230915-14:06:27.288,1.685518,0.6943185,-9.97185,20230915-14:06:27.977,0.08162687,-0.27695104,0.06811147,20230915-14:06:27.769,-19.1475,12.8025,33.285,20230915-14:06:25.312,-1.384558,-0.020809162,-3.1020746,86907,1,100
20230915-14:06:27.299,1.638831,0.8463503,-9.668983,20230915-14:06:27.988,0.016264288,-0.22441661,0.076052725,20230915-14:06:27.780,-19.1475,12.8025,33.285,20230915-14:06:25.330,-1.4605613,0.028865539,-3.1279092,86907,1,100
20230915-14:06:27.316,1.6591818,0.8487445,-9.591172,20230915-14:06:28.008,-0.05826127,-0.2476295,0.1255328,20230915-14:06:27.790,-18.6675,12.615,33.2775,20230915-14:06:25.341,-1.5153874,0.064327784,-3.084078,86907,1,100
20230915-14:06:27.329,1.377863,0.47405192,-9.801862,20230915-14:06:28.017,-0.07047858,-0.20425807,0.13347405,20230915-14:06:27.800,-18.6675,12.615,33.2775,20230915-14:06:25.352,-1.5705622,0.10625213,-3.076248,86907,1,100
