tms_acc,x_acc,y_acc,z_acc,tms_gyr,x_gyr,y_gyr,z_gyr,tms_mag,x_mag,y_mag,z_mag,tms_ori,yaw,pitch,roll,blockID,testID,freq
20230915-14:03:05.524,1.4197617,-2.4361002,-10.16578,20230915-14:03:04.868,-0.012446379,0.0107665,0.01863139,20230915-14:03:03.966,-4.755,25.672499,28.6875,20230915-14:03:03.156,-0.24707484,0.24156606,-3.0824625,86906,1,100
20230915-14:03:05.540,1.745373,-2.9592333,-9.827001,20230915-14:03:04.879,-0.011224649,0.008323039,0.02107485,20230915-14:03:03.976,-4.755,25.672499,28.6875,20230915-14:03:03.166,-0.26742217,0.23420636,-3.09987,86906,1,100
20230915-14:03:05.560,1.9812019,-3.0693667,-9.8042555,20230915-14:03:04.888,-0.016111571,0.015042556,0.022907447,20230915-14:03:03.985,-4.7625,25.9425,28.935,20230915-14:03:03.176,-0.21794297,0.2019096,-3.075409,86906,1,100
20230915-14:03:05.571,1.5358804,-3.2453403,-9.975441,20230915-14:03:04.899,-0.01488984,0.009544769,0.024740042,20230915-14:03:03.996,-4.7625,25.9425,28.935,20230915-14:03:03.186,-0.22519451,0.17445777,-3.0774117,86906,1,100
20230915-14:03:05.580,1.0390835,-3.098097,-9.524135,20230915-14:03:04.908,-0.00022907447,-0.013057245,0.029626964,20230915-14:03:04.006,-4.77,25.935,29.182499,20230915-14:03:03.196,-0.22449331,0.16863438,-3.0783248,86906,1,100
20230915-14:03:05.591,0.9792285,-2.992752,-9.082404,20230915-14:03:04.919,0.015653422,-0.027718011,0.040011674,20230915-14:03:04.016,-4.77,25.935,29.182499,20230915-14:03:03.206,-0.2165498,0.16322848,-3.0828736,86906,1,100
20230915-14:03:05.609,0.4141969,-3.6475663,-8.767567,20230915-14:03:04.928,0.02359467,-0.022831088,0.051618114,20230915-14:03:04.025,-5.0025,26.332499,28.859999,20230915-14:03:03.216,-0.21275005,0.16529384,-3.078604,86906,1,100
20230915-14:03:05.620,0.48841715,-3.8534677,-8.842984,20230915-14:03:04.939,0.027259862,0.000992656,0.06688975,20230915-14:03:04.044,-4.7025,25.859999,29.3025,20230915-14:03:03.226,-0.19722666,0.17084795,-3.0768173,86906,1,100
20230915-14:03:05.631,0.48722005,-3.6152446,-8.792706,20230915-14:03:04.948,0.02603813,0.028481591,0.08277224,20230915-14:03:04.055,-4.7025,25.859999,29.3025,20230915-14:03:03.236,-0.1863103,0.17632487,-3.0651753,86906,1,100
20230915-14:03:05.651,0.62129533,-3.027468,-9.089587,20230915-14:03:04.959,0.022983804,0.044364087,0.10170906,20230915-14:03:04.064,-4.6275,25.7925,29.4,20230915-14:03:03.246,-0.14628783,0.18438596,-3.0599294,86906,1,100
20230915-14:03:05.670,0.47524905,-3.2154129,-8.925584,20230915-14:03:04.968,0.025427265,0.037644573,0.13408493,20230915-14:03:04.075,-4.6275,25.7925,29.4,20230915-14:03:03.256,-0.1397101,0.1894224,-3.054849,86906,1,100
20230915-14:03:05.680,0.9564836,-3.2321723,-9.326612,20230915-14:03:04.980,0.046196684,0.0064904434,0.16218472,20230915-14:03:04.084,-4.7999997,25.785,28.852499,20230915-14:03:03.266,-0.16540115,0.18911569,-3.0549495,86906,1,100
20230915-14:03:05.692,0.79966336,-3.144784,-9.455899,20230915-14:03:04.999,0.07185303,-0.010002919,0.17684549,20230915-14:03:04.096,-4.7999997,25.785,28.852499,20230915-14:03:03.276,-0.16463217,0.18548939,-3.0551157,86906,1,100
20230915-14:03:05.711,1.1575965,-3.321955,-9.343372,20230915-14:03:05.008,0.04680755,0.02359467,0.17379116,20230915-14:03:04.105,-4.6875,25.664999,28.9725,20230915-14:03:03.286,-0.16637808,0.18301354,-3.0555856,86906,1,100
20230915-14:03:05.720,1.3239936,-3.3267434,-9.379285,20230915-14:03:05.019,0.016264288,0.05841399,0.17134771,20230915-14:03:04.116,-4.6875,25.664999,28.9725,20230915-14:03:03.296,-0.17353645,0.1861119,-3.0599215,86906,1,100
20230915-14:03:05.731,1.6543933,-3.4979286,-9.2907,20230915-14:03:05.028,-0.0045051314,0.08651379,0.18295415,20230915-14:03:04.126,-4.6725,25.8,28.92,20230915-14:03:03.306,-0.16722006,0.19448733,-3.0622003,86906,1,100
20230915-14:03:05.740,1.5382746,-3.9073372,-9.111135,20230915-14:03:05.040,0.012599096,0.04314236,0.21227567,20230915-14:03:04.136,-4.6725,25.8,28.92,20230915-14:03:03.316,-0.1678987,0.19832543,-3.0619102,86906,1,100
20230915-14:03:05.752,1.0498575,-3.489549,-9.0237465,20230915-14:03:05.049,0.061468314,-0.027718011,0.24709499,20230915-14:03:04.145,-4.7625,25.912498,28.904999,20230915-14:03:03.326,-0.16327627,0.20098503,-3.0617528,86906,1,100
20230915-14:03:05.771,1.4269443,-3.916914,-8.993818,20230915-14:03:05.060,0.076739945,-0.043600507,0.2855795,20230915-14:03:04.156,-4.7625,25.912498,28.904999,20230915-14:03:03.336,-0.1753247,0.20355533,-3.069441,86906,1,100
20230915-14:03:05.780,1.6124948,-3.098097,-9.216479,20230915-14:03:05.080,0.12560916,-0.05642868,0.34300083,20230915-14:03:04.166,-4.725,25.8675,29.092499,20230915-14:03:03.346,-0.1858775,0.21052304,-3.0778308,86906,1,100
20230915-14:03:05.791,1.697489,-2.1655555,-9.825804,20230915-14:03:05.099,0.04802928,0.039477166,0.37904188,20230915-14:03:04.176,-4.725,25.8675,29.092499,20230915-14:03:03.357,-0.18879074,0.21540995,-3.078715,86906,1,100
20230915-14:03:05.801,1.8124107,-2.7928362,-9.409213,20230915-14:03:05.108,0.02359467,0.056581393,0.3930918,20230915-14:03:04.185,-4.7925,25.912498,29.1675,20230915-14:03:03.371,-0.1913662,0.2213095,-3.0786905,86906,1,100
20230915-14:03:05.820,1.3754689,-3.3123782,-9.406818,20230915-14:03:05.119,0.07368562,-0.041157044,0.40958515,20230915-14:03:04.196,-4.7925,25.912498,29.1675,20230915-14:03:03.382,-0.21035185,0.226651,-3.0901058,86906,1,100
20230915-14:03:05.831,1.2138603,-3.477578,-9.48463,20230915-14:03:05.128,0.16226108,-0.14622587,0.41996986,20230915-14:03:04.206,-4.7325,26.002499,29.22,20230915-14:03:03.396,-0.21804854,0.23093896,-3.094597,86906,1,100
20230915-14:03:05.840,1.1180922,-3.5685577,-8.987833,20230915-14:03:05.139,0.06391177,0.13049608,0.39736784,20230915-14:03:04.216,-4.7325,26.002499,29.22,20230915-14:03:03.406,-0.22688721,0.23776859,-3.0971184,86906,1,100
20230915-14:03:05.852,0.80684596,-3.9336734,-9.248801,20230915-14:03:05.148,-0.010613783,0.2251802,0.3753767,20230915-14:03:04.236,-4.725,25.9275,29.242498,20230915-14:03:03.421,-0.20291811,0.2289479,-3.083765,86906,1,100
20230915-14:03:05.871,1.2294226,-2.7102363,-9.209297,20230915-14:03:05.159,-0.0008399397,-0.12851077,0.38759398,20230915-14:03:04.246,-4.7999997,25.8975,29.4075,20230915-14:03:03.432,-0.18206677,0.22617598,-3.0713265,86906,1,100
20230915-14:03:05.880,0.34237084,-4.594473,-8.92319,20230915-14:03:05.168,-0.027718011,-0.13584116,0.41813725,20230915-14:03:04.256,-4.7999997,25.8975,29.4075,20230915-14:03:03.446,-0.18301173,0.22649303,-3.0670888,86906,1,100
20230915-14:03:05.891,-0.06464344,-4.9320555,-8.995016,20230915-14:03:05.179,-0.055817813,-0.21097758,0.41263947,20230915-14:03:04.265,-4.7999997,25.8975,29.602499,20230915-14:03:03.461,-0.19659196,0.23445931,-3.0740423,86906,1,100
20230915-14:03:05.902,0.14844051,-4.663905,-9.091981,20230915-14:03:05.188,-0.099189244,-0.3740786,0.41874814,20230915-14:03:04.276,-4.7999997,25.8975,29.602499,20230915-14:03:03.471,-0.18231991,0.24036919,-3.0757635,86906,1,100
20230915-14:03:05.920,0.81283146,-4.1718965,-8.9602995,20230915-14:03:05.199,-0.12851077,0.0016035213,0.42241332,20230915-14:03:04.286,-4.7999997,25.8975,29.797499,20230915-14:03:03.482,-0.1829867,0.24512614,-3.0751555,86906,1,100
20230915-14:03:05.932,1.1923125,-3.9205053,-9.252393,20230915-14:03:05.208,-0.1474476,0.17814358,0.40653083,20230915-14:03:04.296,-4.7999997,25.8975,29.797499,20230915-14:03:03.492,-0.17144491,0.24656875,-3.0714848,86906,1,100
20230915-14:03:05.952,1.5382746,-3.2357635,-9.548077,20230915-14:03:05.219,-0.09246973,0.33696854,0.4083634,20230915-14:03:04.305,-4.7999997,25.8975,29.797499,20230915-14:03:03.502,-0.16534707,0.24462996,-3.0663261,86906,1,100
20230915-14:03:05.972,1.6795325,-3.58412,-9.475053,20230915-14:03:05.228,0.010155635,0.33819026,0.41141775,20230915-14:03:04.316,-4.7999997,25.8975,29.797499,20230915-14:03:03.512,-0.16470106,0.24065319,-3.0641794,86906,1,100
20230915-14:03:05.991,1.4269443,-4.542998,-9.498995,20230915-14:03:05.240,0.20441078,0.40049854,0.47433686,20230915-14:03:04.326,-4.71,26.085,25.5975,20230915-14:03:03.522,-0.16436681,0.23795548,-3.0644984,86906,1,100
20230915-14:03:06.001,1.0043676,-5.183447,-9.077616,20230915-14:03:05.259,0.42310053,0.12194397,0.559858,20230915-14:03:04.336,-4.71,26.085,25.5975,20230915-14:03:03.536,-0.17097509,0.23304269,-3.0649636,86906,1,100
20230915-14:03:06.022,1.9620483,-6.8665705,-3.3530796,20230915-14:03:05.268,0.21540636,-0.009392053,0.47616947,20230915-14:03:04.347,-5.1,26.3475,23.0775,20230915-14:03:03.546,-0.15170485,0.23090723,-3.0658014,86906,1,100
20230915-14:03:06.040,2.2840683,-0.9708488,-11.839328,20230915-14:03:05.279,0.037033707,0.05841399,0.47616947,20230915-14:03:04.366,-4.74,25.859999,27.0,20230915-14:03:03.561,-0.166017,0.22978745,-3.0748682,86906,1,100
20230915-14:03:06.052,1.1336545,-3.9013517,-8.420407,20230915-14:03:05.299,0.018707749,0.34368807,0.44073927,20230915-14:03:04.376,-4.74,25.859999,27.0,20230915-14:03:03.571,-0.16311325,0.22770022,-3.0712533,86906,1,100
20230915-14:03:06.071,1.4760253,-3.7181952,-9.374496,20230915-14:03:05.310,0.041309763,0.285045,0.50915617,20230915-14:03:04.385,-4.455,26.227499,26.775,20230915-14:03:03.581,-0.15475506,0.23449117,-3.064149,86906,1,100
20230915-14:03:06.080,1.2892777,-3.582923,-8.889671,20230915-14:03:05.320,0.1249983,0.29787317,0.50915617,20230915-14:03:04.396,-4.455,26.227499,26.775,20230915-14:03:03.591,-0.16992854,0.22731176,-3.0771577,86906,1,100
20230915-14:03:06.091,0.7697359,-3.3662477,-8.756793,20230915-14:03:05.339,0.17020233,0.17631099,0.58551437,20230915-14:03:04.406,-4.545,26.1525,27.0525,20230915-14:03:03.605,-0.15302262,0.20761058,-3.0715666,86906,1,100
20230915-14:03:06.100,0.91937345,-3.715801,-8.711303,20230915-14:03:05.348,0.16165021,0.15798502,0.59223384,20230915-14:03:04.416,-4.545,26.1525,27.0525,20230915-14:03:03.615,-0.14857644,0.21015066,-3.0678852,86906,1,100
20230915-14:03:06.111,0.48482585,-3.858256,-9.132683,20230915-14:03:05.359,0.12988523,0.15615243,0.6020077,20230915-14:03:04.425,-4.5675,25.56,27.045,20230915-14:03:03.625,-0.13919753,0.20974658,-3.0611515,86906,1,100
20230915-14:03:06.121,0.51235914,-4.187459,-9.091981,20230915-14:03:05.369,0.14393513,0.19769126,0.6270532,20230915-14:03:04.436,-4.5675,25.56,27.045,20230915-14:03:03.635,-0.13569635,0.2081035,-3.0589135,86906,1,100
20230915-14:03:06.132,0.6715736,-4.3754034,-8.98903,20230915-14:03:05.380,0.19463694,0.24533875,0.6630942,20230915-14:03:04.446,-4.515,25.807499,26.332499,20230915-14:03:03.645,-0.12994492,0.20584036,-3.060496,86906,1,100
20230915-14:03:06.152,0.8631097,-3.6834793,-8.937555,20230915-14:03:05.399,0.1567633,0.13843733,0.732122,20230915-14:03:04.456,-4.515,25.807499,26.332499,20230915-14:03:03.656,-0.13963431,0.20519459,-3.0678256,86906,1,100
20230915-14:03:06.172,0.49440265,-4.060566,-9.320627,20230915-14:03:05.408,0.15370896,0.17081319,0.72173727,20230915-14:03:04.465,-4.4474998,26.0625,27.2025,20230915-14:03:03.667,-0.14715293,0.20388342,-3.0712278,86906,1,100
20230915-14:03:06.192,0.49559975,-4.667496,-9.0429,20230915-14:03:05.419,0.16348282,0.1952478,0.75411314,20230915-14:03:04.476,-4.4474998,26.0625,27.2025,20230915-14:03:03.682,-0.15040043,0.20712319,-3.073134,86906,1,100
20230915-14:03:06.201,0.7673417,-5.064934,-8.924387,20230915-14:03:05.428,0.25328,0.28932106,0.75716746,20230915-14:03:04.486,-4.4925,26.287498,26.685,20230915-14:03:03.696,-0.15856585,0.2094383,-3.0760016,86906,1,100
20230915-14:03:06.220,1.6519991,-3.904943,-8.866926,20230915-14:03:05.439,0.44875687,0.41271582,0.7870999,20230915-14:03:04.496,-4.4925,26.287498,26.685,20230915-14:03:03.706,-0.17158876,0.21047185,-3.0789578,86906,1,100
20230915-14:03:06.232,1.7130513,-2.8299465,-8.232463,20230915-14:03:05.459,0.4725806,0.088346384,0.8793405,20230915-14:03:04.505,-4.5825,26.369999,29.4375,20230915-14:03:03.716,-0.17305464,0.21018758,-3.0805478,86906,1,100
20230915-14:03:06.252,2.1152773,-1.7753005,-10.183737,20230915-14:03:05.470,0.38767037,0.15920675,0.81092364,20230915-14:03:04.516,-4.5825,26.369999,29.4375,20230915-14:03:03.726,-0.1423232,0.2101017,-3.0831199,86906,1,100
20230915-14:03:06.271,0.2681506,-5.2265425,-9.058462,20230915-14:03:05.488,0.2270128,0.24289529,0.6740898,20230915-14:03:04.526,-4.83,26.055,22.904999,20230915-14:03:03.736,-0.14324617,0.21021184,-3.083808,86906,1,100
20230915-14:03:06.280,-0.427365,-6.129156,-8.785523,20230915-14:03:05.499,0.16348282,0.3497967,0.6258314,20230915-14:03:04.536,-4.83,26.055,22.904999,20230915-14:03:03.746,-0.16571821,0.20886621,-3.084991,86906,1,100
20230915-14:03:06.292,0.34356794,-5.2684407,-8.707711,20230915-14:03:05.508,0.12927435,0.40905064,0.600786,20230915-14:03:04.555,-4.605,26.099998,23.0325,20230915-14:03:03.756,-0.16146572,0.2065434,-3.082364,86906,1,100
20230915-14:03:06.302,0.49559975,-5.315128,-9.49301,20230915-14:03:05.519,0.13110696,0.38278344,0.58123827,20230915-14:03:04.564,-5.0625,26.5875,20.8725,20230915-14:03:03.766,-0.15800744,0.20780128,-3.082095,86906,1,100
20230915-14:03:06.320,1.3682863,-5.5737014,-9.915586,20230915-14:03:05.528,0.15065464,0.3186426,0.54825157,20230915-14:03:04.575,-5.0625,26.5875,20.8725,20230915-14:03:03.776,-0.15798971,0.21179385,-3.081341,86906,1,100
20230915-14:03:06.332,1.3192052,-5.529409,-9.659407,20230915-14:03:05.539,0.1793653,0.26183212,0.5403103,20230915-14:03:04.584,-4.755,26.474998,21.375,20230915-14:03:03.786,-0.15670095,0.21325465,-3.081487,86906,1,100
20230915-14:03:06.351,0.35793316,-5.5126495,-9.807847,20230915-14:03:05.559,0.25633433,0.23312145,0.5873469,20230915-14:03:04.595,-4.755,26.474998,21.375,20230915-14:03:03.796,-0.15525858,0.21260963,-3.0806744,86906,1,100
20230915-14:03:06.360,0.7386112,-5.6658783,-9.580399,20230915-14:03:05.568,0.27527115,0.17631099,0.58246,20230915-14:03:04.604,-4.6425,26.369999,21.1425,20230915-14:03:03.806,-0.15244833,0.20932485,-3.078229,86906,1,100
20230915-14:03:06.371,1.1707647,-5.707777,-9.5492735,20230915-14:03:05.588,0.24228443,0.04558582,0.53969944,20230915-14:03:04.615,-4.6425,26.369999,21.1425,20230915-14:03:03.816,-0.14998911,0.20840234,-3.076755,86906,1,100
20230915-14:03:06.380,1.2880806,-6.3206925,-9.609129,20230915-14:03:05.608,0.19952387,0.03397938,0.46028697,20230915-14:03:04.624,-4.9125,25.904999,21.0675,20230915-14:03:03.826,-0.14944884,0.21059448,-3.0773206,86906,1,100
20230915-14:03:06.391,1.2090719,-6.3422403,-9.886856,20230915-14:03:05.617,0.16103935,0.09078985,0.4437936,20230915-14:03:04.635,-4.9125,25.904999,21.0675,20230915-14:03:03.836,-0.15406817,0.21590851,-3.0793276,86906,1,100
20230915-14:03:06.400,1.2437878,-5.710171,-9.787497,20230915-14:03:05.628,0.13232869,0.11339186,0.45173484,20230915-14:03:04.646,-5.1,26.3925,21.015,20230915-14:03:03.846,-0.15229928,0.21957093,-3.0809264,86906,1,100
20230915-14:03:06.411,1.4305356,-6.362591,-10.064027,20230915-14:03:05.638,0.11950051,0.15370896,0.44257188,20230915-14:03:04.656,-5.1,26.3925,21.015,20230915-14:03:03.856,-0.15233393,0.21998906,-3.0808742,86906,1,100
20230915-14:03:06.420,0.5446809,-5.9627595,-10.031705,20230915-14:03:05.648,0.12744176,0.24778222,0.40591997,20230915-14:03:04.665,-4.5675,25.92,20.797499,20230915-14:03:03.866,-0.15703644,0.21735214,-3.0800445,86906,1,100
20230915-14:03:06.431,-0.059855044,-4.429273,-7.4208283,20230915-14:03:05.657,0.12560916,0.25816694,0.364992,20230915-14:03:04.676,-4.5675,25.92,20.797499,20230915-14:03:03.876,-0.15487228,0.21441175,-3.0791583,86906,1,100
20230915-14:03:06.440,-0.4285621,-4.296395,-7.4495587,20230915-14:03:05.668,0.14760031,0.2972623,0.31612277,20230915-14:03:04.686,-4.6725,25.59,20.6775,20230915-14:03:03.886,-0.15405767,0.21305473,-3.0796535,86906,1,100
20230915-14:03:06.452,-0.5470751,-3.2154129,-9.051279,20230915-14:03:05.679,0.19646953,0.33147076,0.29779682,20230915-14:03:04.696,-4.6725,25.59,20.6775,20230915-14:03:03.896,-0.15414926,0.21270077,-3.0797775,86906,1,100
20230915-14:03:06.471,-0.8822633,-3.1675289,-8.564059,20230915-14:03:05.688,0.25633433,0.34063372,0.2751948,20230915-14:03:04.705,-4.7475,26.377499,20.234999,20230915-14:03:03.906,-0.14363651,0.21266367,-3.0791507,86906,1,100
20230915-14:03:06.480,-0.90620536,-3.0023289,-7.704541,20230915-14:03:05.700,0.28260154,0.3412446,0.2660318,20230915-14:03:04.716,-4.7475,26.377499,20.234999,20230915-14:03:03.916,-0.14322816,0.21151096,-3.0790737,86906,1,100
20230915-14:03:06.491,-0.29209262,-3.0214825,-9.624691,20230915-14:03:05.719,0.285045,0.33208162,0.25320363,20230915-14:03:04.726,-4.4625,26.0325,20.475,20230915-14:03:03.926,-0.16378228,0.20981802,-3.0791585,86906,1,100
20230915-14:03:06.502,-0.22146365,-2.3546975,-10.089166,20230915-14:03:05.728,0.2514474,0.31192306,0.2574797,20230915-14:03:04.736,-4.4625,26.0325,20.475,20230915-14:03:03.936,-0.16611326,0.21189514,-3.080319,86906,1,100
20230915-14:03:06.521,-0.1316811,-2.291251,-8.992621,20230915-14:03:05.739,0.21357377,0.2673299,0.26847526,20230915-14:03:04.745,-5.0775,26.279999,20.295,20230915-14:03:03.947,-0.16468549,0.21416636,-3.0817778,86906,1,100
20230915-14:03:06.536,-0.2908955,-2.3187842,-9.91798,20230915-14:03:05.759,0.18608482,0.2129629,0.24648413,20230915-14:03:04.756,-5.0775,26.279999,20.295,20230915-14:03:03.961,-0.16223049,0.21418568,-3.0800748,86906,1,100
20230915-14:03:06.551,-0.37469256,-9.495404,-14.324509,20230915-14:03:05.768,0.18241963,0.21540636,0.2507602,20230915-14:03:04.766,-4.5825,26.144999,20.3325,20230915-14:03:03.972,-0.1556801,0.21308148,-3.0799289,86906,1,100
20230915-14:03:06.571,-0.6955156,-8.857349,-11.032481,20230915-14:03:05.779,0.18913916,0.275882,0.29718593,20230915-14:03:04.776,-4.5825,26.144999,20.3325,20230915-14:03:03.982,-0.15531802,0.21229577,-3.0798285,86906,1,100
20230915-14:03:06.580,-3.2632968,-1.6196774,-5.3043537,20230915-14:03:05.788,0.22579107,0.29848403,0.2874121,20230915-14:03:04.785,-4.5975,26.144999,20.385,20230915-14:03:03.996,-0.14955454,0.21124697,-3.077524,86906,1,100
20230915-14:03:06.600,-1.3862427,-3.1387985,-5.519832,20230915-14:03:05.799,0.2129629,0.23434319,0.23060162,20230915-14:03:04.796,-4.5975,26.144999,20.385,20230915-14:03:04.006,-0.14952743,0.20883721,-3.0779097,86906,1,100
20230915-14:03:06.611,-1.5191209,-4.465186,-12.774263,20230915-14:03:05.808,0.18241963,0.19219348,0.23609942,20230915-14:03:04.806,-4.545,25.852499,19.845,20230915-14:03:04.016,-0.14844178,0.20926455,-3.077106,86906,1,100
20230915-14:03:06.631,-3.3901896,-2.6168625,-9.967062,20230915-14:03:05.819,0.20257819,0.14821118,0.23304509,20230915-14:03:04.816,-4.545,25.852499,19.845,20230915-14:03:04.026,-0.15922545,0.21079668,-3.0779388,86906,1,100
20230915-14:03:06.651,-3.028665,-2.4384944,-7.193379,20230915-14:03:05.828,0.20746511,0.069409564,0.22082779,20230915-14:03:04.825,-4.8375,26.43,20.13,20230915-14:03:04.040,-0.16593917,0.2163928,-3.081512,86906,1,100
20230915-14:03:06.670,-3.1256304,-4.56694,-6.3589997,20230915-14:03:05.839,0.20441078,0.037033707,0.21288654,20230915-14:03:04.836,-4.8375,26.43,20.13,20230915-14:03:04.051,-0.15603492,0.21861266,-3.0825038,86906,1,100
20230915-14:03:06.680,-3.5936968,-5.8203044,-8.37372,20230915-14:03:05.848,0.19402607,0.0107665,0.20799962,20230915-14:03:04.846,-5.0099998,26.3175,19.845,20230915-14:03:04.065,-0.15204416,0.21936773,-3.0820448,86906,1,100
20230915-14:03:06.689,-3.2022448,-3.7696705,-7.7248917,20230915-14:03:05.859,0.20685424,0.019318614,0.1994475,20230915-14:03:04.856,-5.0099998,26.3175,19.845,20230915-14:03:04.075,-0.14796892,0.21619198,-3.0799546,86906,1,100
20230915-14:03:06.702,-2.8095956,-0.6500258,-5.8921304,20230915-14:03:05.870,0.20441078,0.03153592,0.19761491,20230915-14:03:04.865,-4.7025,26.205,19.904999,20230915-14:03:04.085,-0.15313405,0.21223979,-3.0775728,86906,1,100
20230915-14:03:06.720,-2.9113493,-3.4153287,-9.759963,20230915-14:03:05.888,0.015653422,0.11339186,0.06505715,20230915-14:03:04.876,-4.7025,26.205,19.904999,20230915-14:03:04.096,-0.14948021,0.2081685,-3.0758297,86906,1,100
20230915-14:03:06.729,-4.2556934,-4.853047,-9.300277,20230915-14:03:05.899,-0.027718011,0.13110696,0.09437868,20230915-14:03:04.886,-4.755,26.1675,20.34,20230915-14:03:04.106,-0.14572531,0.20798516,-3.0767455,86906,1,100
20230915-14:03:06.740,-5.3163247,-3.726575,-8.531737,20230915-14:03:05.908,-0.001450805,0.089568116,0.13897185,20230915-14:03:04.896,-4.755,26.1675,20.34,20230915-14:03:04.116,-0.14804845,0.2120286,-3.077598,86906,1,100
20230915-14:03:06.750,-5.353435,-4.1024647,-8.838196,20230915-14:03:05.919,0.037033707,0.115835324,0.17134771,20230915-14:03:04.905,-4.65,26.047499,20.3175,20230915-14:03:04.126,-0.1504415,0.21413292,-3.0799668,86906,1,100
20230915-14:03:06.760,-4.5274353,-5.813122,-9.224859,20230915-14:03:05.928,0.13782647,0.115835324,0.17745635,20230915-14:03:04.916,-4.65,26.047499,20.3175,20230915-14:03:04.136,-0.15280814,0.21476652,-3.0814378,86906,1,100
20230915-14:03:06.769,-3.3650506,-5.0505686,-10.031705,20230915-14:03:05.939,0.14882204,0.10789407,0.17623462,20230915-14:03:04.926,-4.575,26.16,24.4125,20230915-14:03:04.146,-0.1532322,0.21670596,-3.0788422,86906,1,100
